FREQ,TIME_FORMAT,TIME_PERIOD,GEO,UNIT,ISCED11,SEX,AGE,OBS_STATUS,OBS_VALUE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,GEO_DESC,UNIT_DESC,ISCED11_DESC,SEX_DESC,AGE_DESC
A,P1Y,2003,RO,PC,ED0-2,F,Y15-74,b,4.3,Annual,Annual,Year 2003,break in time series,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,RO,PC,ED0-2,F,Y15-74,,5.3,Annual,Annual,Year 2004,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,RO,PC,ED0-2,F,Y15-74,b,4.9,Annual,Annual,Year 2005,break in time series,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,RO,PC,ED0-2,F,Y15-74,,4.9,Annual,Annual,Year 2006,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,RO,PC,ED0-2,F,Y15-74,,4.8,Annual,Annual,Year 2007,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,RO,PC,ED0-2,F,Y15-74,,4,Annual,Annual,Year 2008,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2009,RO,PC,ED0-2,F,Y15-74,,4.8,Annual,Annual,Year 2009,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2010,RO,PC,ED0-2,F,Y15-74,b,3.9,Annual,Annual,Year 2010,break in time series,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2011,RO,PC,ED0-2,F,Y15-74,,4.5,Annual,Annual,Year 2011,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2012,RO,PC,ED0-2,F,Y15-74,,4,Annual,Annual,Year 2012,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2013,RO,PC,ED0-2,F,Y15-74,,4.3,Annual,Annual,Year 2013,No data,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2014,RO,PC,ED0-2,F,Y15-74,b,4.3,Annual,Annual,Year 2014,break in time series,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2000,SE,PC,ED0-2,F,Y15-74,,8.2,Annual,Annual,Year 2000,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2001,SE,PC,ED0-2,F,Y15-74,b,7.8,Annual,Annual,Year 2001,break in time series,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2002,SE,PC,ED0-2,F,Y15-74,,8.9,Annual,Annual,Year 2002,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2003,SE,PC,ED0-2,F,Y15-74,,9.2,Annual,Annual,Year 2003,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,SE,PC,ED0-2,F,Y15-74,,10.6,Annual,Annual,Year 2004,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,SE,PC,ED0-2,F,Y15-74,b,16,Annual,Annual,Year 2005,break in time series,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,SE,PC,ED0-2,F,Y15-74,b,13.3,Annual,Annual,Year 2006,break in time series,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,SE,PC,ED0-2,F,Y15-74,,12.9,Annual,Annual,Year 2007,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,SE,PC,ED0-2,F,Y15-74,,14.2,Annual,Annual,Year 2008,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2009,SE,PC,ED0-2,F,Y15-74,,16.2,Annual,Annual,Year 2009,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2010,SE,PC,ED0-2,F,Y15-74,,17.8,Annual,Annual,Year 2010,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2011,SE,PC,ED0-2,F,Y15-74,,17.5,Annual,Annual,Year 2011,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2012,SE,PC,ED0-2,F,Y15-74,,18.1,Annual,Annual,Year 2012,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2013,SE,PC,ED0-2,F,Y15-74,,20.2,Annual,Annual,Year 2013,No data,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2014,SE,PC,ED0-2,F,Y15-74,b,21.2,Annual,Annual,Year 2014,break in time series,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2000,SI,PC,ED0-2,F,Y15-74,u,10,Annual,Annual,Year 2000,low reliability,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2001,SI,PC,ED0-2,F,Y15-74,u,8.6,Annual,Annual,Year 2001,low reliability,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2002,SI,PC,ED0-2,F,Y15-74,u,8.5,Annual,Annual,Year 2002,low reliability,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2003,SI,PC,ED0-2,F,Y15-74,u,9.5,Annual,Annual,Year 2003,low reliability,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,SI,PC,ED0-2,F,Y15-74,u,8,Annual,Annual,Year 2004,low reliability,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,SI,PC,ED0-2,F,Y15-74,b,9,Annual,Annual,Year 2005,break in time series,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,SI,PC,ED0-2,F,Y15-74,,7.3,Annual,Annual,Year 2006,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,SI,PC,ED0-2,F,Y15-74,,6.3,Annual,Annual,Year 2007,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,SI,PC,ED0-2,F,Y15-74,,6.2,Annual,Annual,Year 2008,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2009,SI,PC,ED0-2,F,Y15-74,,7.8,Annual,Annual,Year 2009,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2010,SI,PC,ED0-2,F,Y15-74,,9.8,Annual,Annual,Year 2010,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2011,SI,PC,ED0-2,F,Y15-74,,11.9,Annual,Annual,Year 2011,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2012,SI,PC,ED0-2,F,Y15-74,,14.2,Annual,Annual,Year 2012,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2013,SI,PC,ED0-2,F,Y15-74,,18.8,Annual,Annual,Year 2013,No data,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2014,SI,PC,ED0-2,F,Y15-74,b,14.8,Annual,Annual,Year 2014,break in time series,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2000,SK,PC,ED0-2,F,Y15-74,,33.7,Annual,Annual,Year 2000,No data,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2000,DE,PC,TOTAL,F,Y15-74,,8.3,Annual,Annual,Year 2000,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2001,DE,PC,TOTAL,F,Y15-74,,7.8,Annual,Annual,Year 2001,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2002,DE,PC,TOTAL,F,Y15-74,,8.2,Annual,Annual,Year 2002,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2003,DE,PC,TOTAL,F,Y15-74,,9.3,Annual,Annual,Year 2003,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2004,DE,PC,TOTAL,F,Y15-74,,10.1,Annual,Annual,Year 2004,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2006,DE,PC,TOTAL,F,Y15-74,,10.2,Annual,Annual,Year 2006,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2007,DE,PC,TOTAL,F,Y15-74,,8.8,Annual,Annual,Year 2007,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2007,IT,PC,ED5-8,F,Y15-74,,5.6,Annual,Annual,Year 2007,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2008,IT,PC,ED5-8,F,Y15-74,,5.7,Annual,Annual,Year 2008,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2009,IT,PC,ED5-8,F,Y15-74,,6.7,Annual,Annual,Year 2009,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2010,IT,PC,ED5-8,F,Y15-74,,6.9,Annual,Annual,Year 2010,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2011,IT,PC,ED5-8,F,Y15-74,,6.6,Annual,Annual,Year 2011,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2012,IT,PC,ED5-8,F,Y15-74,,7.8,Annual,Annual,Year 2012,No data,Italy,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2014,FI,PC,ED0-2,F,Y15-74,b,18.9,Annual,Annual,Year 2014,break in time series,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,DE,PC,TOTAL,F,Y15-74,,7.7,Annual,Annual,Year 2008,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2009,DE,PC,TOTAL,F,Y15-74,,7.3,Annual,Annual,Year 2009,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2012,DE,PC,TOTAL,F,Y15-74,,5.2,Annual,Annual,Year 2012,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2013,DE,PC,TOTAL,F,Y15-74,,4.9,Annual,Annual,Year 2013,No data,Germany,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2000,DK,PC,TOTAL,F,Y15-74,,5,Annual,Annual,Year 2000,No data,Denmark,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2001,DK,PC,TOTAL,F,Y15-74,,4.8,Annual,Annual,Year 2001,No data,Denmark,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2002,DK,PC,TOTAL,F,Y15-74,,4.3,Annual,Annual,Year 2002,No data,Denmark,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2004,DK,PC,TOTAL,F,Y15-74,,5.4,Annual,Annual,Year 2004,No data,Denmark,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2006,DK,PC,TOTAL,F,Y15-74,,4.5,Annual,Annual,Year 2006,No data,Denmark,Percentage,All ISCED 2011 levels ,Females,From 15 to 74 years
A,P1Y,2011,PL,PC,ED5-8,F,Y15-74,,5.8,Annual,Annual,Year 2011,No data,Poland,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2012,PL,PC,ED5-8,F,Y15-74,,6.2,Annual,Annual,Year 2012,No data,Poland,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2013,PL,PC,ED5-8,F,Y15-74,,6.4,Annual,Annual,Year 2013,No data,Poland,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2014,PL,PC,ED5-8,F,Y15-74,b,5.3,Annual,Annual,Year 2014,break in time series,Poland,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2001,PT,PC,ED5-8,F,Y15-74,,3.2,Annual,Annual,Year 2001,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2003,PT,PC,ED5-8,F,Y15-74,,6.2,Annual,Annual,Year 2003,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2004,PT,PC,ED5-8,F,Y15-74,b,4.5,Annual,Annual,Year 2004,break in time series,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2005,PT,PC,ED5-8,F,Y15-74,b,6.7,Annual,Annual,Year 2005,break in time series,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2006,PT,PC,ED5-8,F,Y15-74,,7.2,Annual,Annual,Year 2006,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2007,PT,PC,ED5-8,F,Y15-74,,8.7,Annual,Annual,Year 2007,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2008,PT,PC,ED5-8,F,Y15-74,,8.1,Annual,Annual,Year 2008,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2009,PT,PC,ED5-8,F,Y15-74,,6.5,Annual,Annual,Year 2009,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2010,PT,PC,ED5-8,F,Y15-74,,7.6,Annual,Annual,Year 2010,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2011,PT,PC,ED5-8,F,Y15-74,b,8.6,Annual,Annual,Year 2011,break in time series,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2012,PT,PC,ED5-8,F,Y15-74,,12,Annual,Annual,Year 2012,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2013,PT,PC,ED5-8,F,Y15-74,,13.9,Annual,Annual,Year 2013,No data,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2014,PT,PC,ED5-8,F,Y15-74,b,11.2,Annual,Annual,Year 2014,break in time series,Portugal,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2000,RO,PC,ED5-8,F,Y15-74,u,3.1,Annual,Annual,Year 2000,low reliability,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2001,RO,PC,ED5-8,F,Y15-74,,4.2,Annual,Annual,Year 2001,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2002,RO,PC,ED5-8,F,Y15-74,b,4.3,Annual,Annual,Year 2002,break in time series,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2003,RO,PC,ED5-8,F,Y15-74,bu,2.9,Annual,Annual,Year 2003,"Break in series, Unreliable data",Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2004,RO,PC,ED5-8,F,Y15-74,,3,Annual,Annual,Year 2004,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2005,RO,PC,ED5-8,F,Y15-74,b,4.2,Annual,Annual,Year 2005,break in time series,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2006,RO,PC,ED5-8,F,Y15-74,,4.3,Annual,Annual,Year 2006,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2007,RO,PC,ED5-8,F,Y15-74,,3.1,Annual,Annual,Year 2007,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2008,RO,PC,ED5-8,F,Y15-74,,2.9,Annual,Annual,Year 2008,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2009,RO,PC,ED5-8,F,Y15-74,,4.3,Annual,Annual,Year 2009,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2010,RO,PC,ED5-8,F,Y15-74,b,4.9,Annual,Annual,Year 2010,break in time series,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2011,RO,PC,ED5-8,F,Y15-74,,5.1,Annual,Annual,Year 2011,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2012,RO,PC,ED5-8,F,Y15-74,,5.4,Annual,Annual,Year 2012,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2013,RO,PC,ED5-8,F,Y15-74,,5.7,Annual,Annual,Year 2013,No data,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2014,RO,PC,ED5-8,F,Y15-74,b,5.9,Annual,Annual,Year 2014,break in time series,Romania,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2000,SE,PC,ED5-8,F,Y15-74,,2.3,Annual,Annual,Year 2000,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2001,SE,PC,ED5-8,F,Y15-74,b,2.1,Annual,Annual,Year 2001,break in time series,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2002,SE,PC,ED5-8,F,Y15-74,,2.1,Annual,Annual,Year 2002,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2003,SE,PC,ED5-8,F,Y15-74,,2.5,Annual,Annual,Year 2003,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2004,SE,PC,ED5-8,F,Y15-74,,3.3,Annual,Annual,Year 2004,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2005,SE,PC,ED5-8,F,Y15-74,b,4.5,Annual,Annual,Year 2005,break in time series,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2006,SE,PC,ED5-8,F,Y15-74,b,4.2,Annual,Annual,Year 2006,break in time series,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2007,SE,PC,ED5-8,F,Y15-74,,3.3,Annual,Annual,Year 2007,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2008,SE,PC,ED5-8,F,Y15-74,,3.3,Annual,Annual,Year 2008,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2009,SE,PC,ED5-8,F,Y15-74,,4.1,Annual,Annual,Year 2009,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2010,SE,PC,ED5-8,F,Y15-74,,4.4,Annual,Annual,Year 2010,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2011,SE,PC,ED5-8,F,Y15-74,,3.9,Annual,Annual,Year 2011,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2012,SE,PC,ED5-8,F,Y15-74,,3.9,Annual,Annual,Year 2012,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2013,SE,PC,ED5-8,F,Y15-74,,4.2,Annual,Annual,Year 2013,No data,Sweden,Percentage,Tertiary education (levels 5-8),Females,From 15 to 74 years
A,P1Y,2000,FR,PC,ED0-2,F,Y15-74,,17.6,Annual,Annual,Year 2000,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2001,FR,PC,ED0-2,F,Y15-74,,15.5,Annual,Annual,Year 2001,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2002,FR,PC,ED0-2,F,Y15-74,,14,Annual,Annual,Year 2002,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2003,FR,PC,ED0-2,F,Y15-74,b,12.4,Annual,Annual,Year 2003,break in time series,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,FR,PC,ED0-2,F,Y15-74,,13,Annual,Annual,Year 2004,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,FR,PC,ED0-2,F,Y15-74,b,13,Annual,Annual,Year 2005,break in time series,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,FR,PC,ED0-2,F,Y15-74,,13.1,Annual,Annual,Year 2006,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,FR,PC,ED0-2,F,Y15-74,,11.7,Annual,Annual,Year 2007,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,FR,PC,ED0-2,F,Y15-74,,11.3,Annual,Annual,Year 2008,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2009,FR,PC,ED0-2,F,Y15-74,,13,Annual,Annual,Year 2009,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2010,FR,PC,ED0-2,F,Y15-74,,14.3,Annual,Annual,Year 2010,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2011,FR,PC,ED0-2,F,Y15-74,,14.2,Annual,Annual,Year 2011,No data,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2002,HR,PC,ED0-2,F,Y15-74,,16.5,Annual,Annual,Year 2002,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2003,HR,PC,ED0-2,F,Y15-74,b,14.2,Annual,Annual,Year 2003,break in time series,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,HR,PC,ED0-2,F,Y15-74,,14.3,Annual,Annual,Year 2004,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,HR,PC,ED0-2,F,Y15-74,b,11.1,Annual,Annual,Year 2005,break in time series,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,HR,PC,ED0-2,F,Y15-74,bu,12.1,Annual,Annual,Year 2006,"Break in series, Unreliable data",Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,HR,PC,ED0-2,F,Y15-74,,13.2,Annual,Annual,Year 2007,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,HR,PC,ED0-2,F,Y15-74,,10.8,Annual,Annual,Year 2008,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2009,HR,PC,ED0-2,F,Y15-74,,9,Annual,Annual,Year 2009,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2010,HR,PC,ED0-2,F,Y15-74,b,10.8,Annual,Annual,Year 2010,break in time series,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2011,HR,PC,ED0-2,F,Y15-74,,15.5,Annual,Annual,Year 2011,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2012,HR,PC,ED0-2,F,Y15-74,,17.4,Annual,Annual,Year 2012,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2013,HR,PC,ED0-2,F,Y15-74,,19.9,Annual,Annual,Year 2013,No data,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2000,HU,PC,ED0-2,F,Y15-74,,9.6,Annual,Annual,Year 2000,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2001,HU,PC,ED0-2,F,Y15-74,b,8.4,Annual,Annual,Year 2001,break in time series,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2002,HU,PC,ED0-2,F,Y15-74,,9,Annual,Annual,Year 2002,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2003,HU,PC,ED0-2,F,Y15-74,,10.6,Annual,Annual,Year 2003,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2004,HU,PC,ED0-2,F,Y15-74,,10.5,Annual,Annual,Year 2004,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2005,HU,PC,ED0-2,F,Y15-74,b,12.9,Annual,Annual,Year 2005,break in time series,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2006,HU,PC,ED0-2,F,Y15-74,,16.2,Annual,Annual,Year 2006,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2007,HU,PC,ED0-2,F,Y15-74,,16.3,Annual,Annual,Year 2007,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
A,P1Y,2008,HU,PC,ED0-2,F,Y15-74,,17.4,Annual,Annual,Year 2008,No data,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Females,From 15 to 74 years
